short_name,position,overall,wage_eur,age,height_cm,weight_kg,club_name,nationality_name
T. Silić,GoalKeeper,55,500.0,17,185,71,Hajduk Split,Croatia
S. Haller,Offense,80,23000.0,27,190,82,Ajax,Côte d'Ivoire
B. Vera,Defense,59,650.0,22,180,74,Lecce,Colombia
T. Sandoval,Offense,64,3000.0,22,185,71,Platense,Argentina
K. John,Defense,63,9000.0,20,176,68,Everton,England
E. Masciangelo,Defense,62,3000.0,24,177,69,Benevento,Italy
J. Medranda,Defense,68,3000.0,27,173,68,Seattle Sounders FC,Colombia
R. O'Donnell,GoalKeeper,62,3000.0,32,188,85,Bradford City,England
J. Romero,GoalKeeper,61,2000.0,23,183,78,Rosario Central,Argentina
Rober Ibáñez,Midfield,71,17000.0,28,179,72,CA Osasuna,Spain
A. Descotte,Midfield,56,500.0,17,179,75,Royal Charleroi S.C.,Belgium
W. Barlasina,GoalKeeper,60,1000.0,23,196,87,Newell's Old Boys,Argentina
K. Chodyna,Defense,66,2000.0,22,176,68,Zagłębie Lubin,Poland
J. Wieckhoff,Defense,62,2000.0,20,188,75,FC St. Pauli,Germany
M. Pjaca,Offense,75,63000.0,26,186,83,Torino F.C.,Croatia
J. Frick,GoalKeeper,71,10000.0,28,192,90,Servette FC,Switzerland
A. Husic,Defense,55,2000.0,20,186,80,FC Lausanne-Sport,Switzerland
N. Nández,Midfield,77,31000.0,25,172,70,Cagliari,Uruguay
S. Zellner,Defense,66,2000.0,30,186,88,1. FC Saarbrücken,Germany
J. Brimmer,Midfield,63,2000.0,23,169,68,Melbourne Victory,Australia
J. Bergström,Offense,60,800.0,26,195,95,Mjällby AIF,Sweden
Eduardo Henrique,Midfield,71,9000.0,26,186,76,Al Raed,Brazil
Ø. Nyland,GoalKeeper,71,16000.0,30,192,90,AFC Bournemouth,Norway
C. Pinsoglio,GoalKeeper,72,32000.0,31,194,85,Juventus,Italy
Jadson Castrelo,Defense,68,8000.0,25,186,81,Fluminense,Brazil
B. Stevenson,Defense,64,4000.0,24,182,67,Forest Green Rovers,England
Á. Garrido,Midfield,54,900.0,21,173,71,CD Huachipato,Chile
B. Kłudka,Defense,55,700.0,19,186,72,Zagłębie Lubin,Poland
N. Freire,Defense,71,9000.0,27,186,80,Club Universidad Nacional,Argentina
B. Rienstra,Defense,69,7000.0,31,182,67,Fortuna Sittard,Netherlands
A. N'Diaye,Defense,73,24000.0,31,189,90,Al Shabab,Senegal
A. Bayew,Offense,51,500.0,19,175,67,Western United FC,Australia
T. Lawal,GoalKeeper,65,3000.0,21,195,84,LASK Linz,Austria
I. Mboyo,Midfield,71,16000.0,34,186,82,KAA Gent,Belgium
J. Houwen,GoalKeeper,62,2000.0,25,188,73,Vitesse,Netherlands
S. Ivanov,Offense,63,2000.0,22,175,70,Chicago Fire Football Club,Bulgaria
N. Mukiele,Defense,81,65000.0,23,187,84,RB Leipzig,France
S. Dest,Defense,76,67000.0,20,175,62,FC Barcelona,United States
A. Maraval,GoalKeeper,68,2000.0,27,184,79,USL Dunkerque,France
Jorge Meré,Defense,72,15000.0,24,182,78,1. FC Köln,Spain
O. Dodgson,Defense,56,1000.0,18,178,70,Burnley,England
R. Walter,Defense,71,6000.0,26,174,73,Sporting Kansas City,France
O. Strunz,Offense,61,4000.0,21,185,74,SK Rapid Wien,Austria
G. Freitas,Defense,68,6000.0,29,186,78,Mazatlán Futbol Club,Uruguay
K. Edwards,Midfield,67,4000.0,23,172,64,Ipswich Town,England
S. Libman,GoalKeeper,66,500.0,37,183,84,Universidad Técnica de Cajamarca,Peru
Erik Expósito,Offense,67,4000.0,25,190,83,Śląsk Wrocław,Spain
N. Lemaître,GoalKeeper,66,1000.0,24,185,83,US Quevilly Rouen Métropole,France
M. Engels,Midfield,68,5000.0,27,184,74,Sparta Rotterdam,Germany
M. Ehmann,Defense,64,1000.0,20,189,78,FC Dinamo 1948 Bucureşti,Romania
M. Duffy,Midfield,68,2000.0,26,179,75,Dundalk FC,Republic of Ireland
V. Kovalenko,Midfield,73,33000.0,25,182,75,Spezia,Ukraine
A. Senghor,Offense,63,2000.0,35,188,80,Shijiazhuang Ever Bright F.C.,Senegal
J. Justvan,Midfield,69,7000.0,23,178,65,SC Paderborn 07,Germany
Rúben Vinagre,Defense,75,49000.0,22,174,67,Sporting CP,Portugal
M. Al Anazi,GoalKeeper,61,2000.0,31,178,80,Al Batin,Saudi Arabia
R. Karsdorp,Defense,78,51000.0,26,184,80,Roma,Netherlands
J. Müller,Defense,67,5000.0,27,187,77,SV Darmstadt 98,Germany
B. Kololli,Defense,71,4000.0,29,184,82,Shimizu S-Pulse,Kosovo
Zhang Yufeng,Defense,51,1000.0,23,178,76,Changchun Yatai FC,China PR
S. Aka,Defense,63,3000.0,26,183,74,Altay SK,Côte d'Ivoire
T. Leak,Defense,57,2000.0,20,188,80,Walsall,England
J. Rivierez,Defense,65,2000.0,32,182,82,Stade Malherbe Caen,France
F. Riedel,Defense,62,500.0,31,175,73,TSV Havelse,Germany
D. Gordon,Defense,67,4000.0,36,194,85,Karlsruher SC,Jamaica
L. Schaffran,GoalKeeper,58,2000.0,22,186,82,SpVgg Greuther Fürth,Germany
T. Hammond,Offense,60,1000.0,18,172,74,FK Austria Wien,Australia
B. Radunović,GoalKeeper,68,9000.0,25,194,84,Cagliari,Serbia
J. De Olivera,GoalKeeper,69,3000.0,38,194,92,Platense,Argentina
R. Austin,Defense,54,500.0,18,192,83,Wrexham AFC,Wales
K. Ehlers,Defense,67,4000.0,20,186,84,SG Dynamo Dresden,Germany
N. Contreras,Defense,62,500.0,21,173,63,Deportivo Táchira FC,Venezuela
S. Doukara,Midfield,69,8000.0,29,183,87,GZT Giresunspor,France
O. Zanzala,Offense,61,2000.0,24,185,72,Barrow,Congo
J. Kitolano,Defense,64,950.0,21,174,65,Odds BK,Norway
J. Aspropotamitis,Defense,62,1000.0,25,188,76,Perth Glory,Australia
K. Sezonienko,Offense,56,700.0,18,190,80,Lechia Gdańsk,Poland
André Luís,Offense,66,5000.0,27,184,78,Moreirense FC,Brazil
E. Stevens,Defense,74,23000.0,30,183,78,Sheffield United,Republic of Ireland
J. Hart,GoalKeeper,74,32000.0,34,196,91,Celtic,England
A. Aravena,Offense,58,900.0,18,175,70,Universidad Católica,Chile
B. Gimber,Defense,68,4000.0,24,187,85,SSV Jahn Regensburg,Germany
T. Watson,Defense,61,2000.0,24,183,73,Milton Keynes Dons,England
Z. Bailey,Defense,58,900.0,20,170,60,FC Cincinnati,United States
Ramón Enríquez,Defense,69,4000.0,20,173,68,Málaga CF,Spain
B. Prokopič,Defense,62,3000.0,33,181,75,SC Rheindorf Altach,Austria
P. Gwargis,Offense,59,1000.0,20,181,74,Malmö FF,Sweden
J. Radošević,Defense,68,6000.0,27,180,78,Brøndby IF,Croatia
P. Omochere,Midfield,53,500.0,20,188,79,Bohemian FC,Republic of Ireland
C. Rivera,Midfield,70,11000.0,25,184,78,Club Tijuana,Colombia
M. Perin,GoalKeeper,80,64000.0,28,188,77,Juventus,Italy
M. Kurt,Defense,67,3000.0,25,181,76,SV Wehen Wiesbaden,Germany
T. Herbots,GoalKeeper,58,1000.0,20,185,70,Royale Union Saint-Gilloise,Belgium
F. Faist,GoalKeeper,62,1000.0,32,184,76,TSV Egger Glas Hartberg,Austria
L. Schaub,Midfield,73,22000.0,26,177,70,1. FC Köln,Austria
S. Amro,Defense,62,2000.0,31,175,72,Abha Club,Saudi Arabia
Iniesta,Midfield,79,10000.0,37,171,68,Vissel Kobe,Spain
K. Nsona,Midfield,64,1000.0,19,189,74,Stade Malherbe Caen,France
Israel Puerto,Defense,67,4000.0,28,187,75,Jagiellonia Białystok,Spain
G. Halford,Defense,60,500.0,36,193,81,Waterford FC,England
Y. Akgün,Offense,65,9000.0,20,173,65,Adana Demirspor,Turkey
Iuri Medeiros,Midfield,72,11000.0,26,175,66,SC Braga,Portugal
S. Wootton,Defense,64,2000.0,29,188,78,Morecambe,England
M. Peart-Harris,Midfield,65,4000.0,18,187,70,Brentford,England
S. Sararer,Midfield,68,3000.0,31,180,83,Türkgücü München,Turkey
M. Rogers,Offense,66,4000.0,18,187,80,AFC Bournemouth,England
G. Madrigal,Offense,64,3000.0,28,191,90,Gallos Blancos de Querétaro,Mexico
Aguado,Midfield,70,7000.0,25,175,70,Real Valladolid CF,Spain
C. Ciucureanu,Midfield,58,800.0,21,186,75,CS Mioveni,Romania
D. Walsh,Defense,54,500.0,18,193,84,Perth Glory,Australia
R. Raveloson,Defense,69,4000.0,24,182,73,LA Galaxy,Madagascar
T. Hiraoka,Defense,55,500.0,18,172,65,Shonan Bellmare,Japan
D. Janošek,Midfield,67,500.0,23,183,76,FC Viktoria Plzeň,Czech Republic
M. Al Saiari,Offense,63,4000.0,28,182,80,Al Faisaly,Saudi Arabia
Oh Jae Suk,Defense,69,3000.0,31,176,73,Incheon United FC,Korea Republic
S. Saatçı,Defense,61,2000.0,18,190,90,Beşiktaş JK,Turkey
F. Lértora,Defense,74,12000.0,30,176,73,Club Atlético Colón,Argentina
R. Ion,Midfield,64,3000.0,20,179,70,FC Academica Clinceni,Romania
L. Giaccone,Midfield,61,2000.0,20,175,68,Rosario Central,Argentina
I. Niskanen,Midfield,64,2000.0,23,177,78,Dundee United,Finland
T. Cognat,Midfield,68,7000.0,23,173,67,Servette FC,France
L. Unnerstall,GoalKeeper,74,8000.0,30,198,103,FC Twente,Germany
K. Stephensen,Midfield,54,750.0,30,188,72,Mjøndalen IF,Norway
M. Buchalik,GoalKeeper,62,1000.0,32,190,83,Wisła Kraków,Poland
F. Cassata,Midfield,67,5000.0,23,183,76,Genoa,Italy
S. Memišević,Defense,70,8000.0,27,186,76,Hebei FC,Bosnia and Herzegovina
D. Undav,Midfield,69,8000.0,24,178,86,Royale Union Saint-Gilloise,Germany
Bae Jae Woo,Defense,63,2000.0,28,174,74,Ulsan Hyundai FC,Korea Republic
S. Kersten,Defense,67,3000.0,23,191,79,PEC Zwolle,Netherlands
Emidio Hoffman,Defense,69,7000.0,25,188,79,RB Bragantino,Brazil
H. Ziyech,Midfield,84,170000.0,28,181,65,Chelsea,Morocco
P. Mystkowski,Midfield,63,2000.0,23,174,62,Jagiellonia Białystok,Poland
J. Khasa,Midfield,61,4000.0,23,187,84,FC Sion,France
K. van der Kaap,Defense,58,2000.0,22,190,82,Viborg FF,Netherlands
A. Lundqvist,Defense,67,3000.0,27,175,65,Houston Dynamo,Sweden
R. Gabrielsen,Defense,69,4000.0,29,187,86,F.C. København,Norway
D. Latza,Defense,73,11000.0,31,179,76,FC Schalke 04,Germany
Portu,Offense,82,51000.0,29,167,66,Real Sociedad,Spain
R. Fallowfield,Defense,62,2000.0,25,174,65,Harrogate Town,England
V. Dragsnes,Defense,66,2000.0,27,187,82,Lillestrøm SK,Norway
S. Miangue,Defense,67,8000.0,24,197,81,KSV Cercle Brugge,Belgium
Y. Al Hassan,Midfield,54,3000.0,20,174,72,Al Taawoun,Saudi Arabia
N. Tiknizyan,Defense,66,11000.0,22,180,75,FC Lokomotiv Moscow,Russia
Aritz Elustondo,Defense,79,34000.0,27,180,71,Real Sociedad,Spain
F. Gattoni,Defense,68,5000.0,22,183,72,San Lorenzo de Almagro,Argentina
M. Demiral,Defense,77,51000.0,23,190,86,Atalanta,Turkey
Thiago Silva,Defense,85,105000.0,36,183,79,Chelsea,Brazil
S. Ameobi,Midfield,71,19000.0,29,190,78,Middlesbrough,England
C. Kelleher,GoalKeeper,67,17000.0,22,188,74,Liverpool,Republic of Ireland
W. Saliba,Defense,75,41000.0,20,192,85,Olympique de Marseille,France
M. Gusto,Defense,66,4000.0,18,179,76,Olympique Lyonnais,France
M. Dyrestam,Defense,64,1000.0,29,186,84,Sarpsborg 08 FF,Guinea
Elliot Simões,Midfield,63,1000.0,21,174,68,AS Nancy Lorraine,Angola
Marquinhos Cipriano,Defense,70,500.0,22,173,68,FC Sion,Brazil
M. Schantl,Midfield,56,1000.0,20,182,67,TSV Egger Glas Hartberg,Austria
N. Schlotterbeck,Defense,73,14000.0,21,191,86,Sport-Club Freiburg,Germany
L. Shephard,Defense,64,5000.0,26,178,67,Salford City,Wales
G. Paredes,Defense,58,500.0,18,172,69,Club Sporting Cristal,Peru
P. Akono,Defense,59,1000.0,21,182,76,KAS Eupen,Cameroon
O. Bundgaard,Defense,57,2000.0,20,182,72,Randers FC,Denmark
Yoo Hyun,GoalKeeper,63,650.0,36,184,82,Suwon FC,Korea Republic
J. Lindgren,GoalKeeper,55,700.0,23,184,80,IFK Norrköping,Sweden
Z. Westbrooke,Midfield,63,3000.0,24,180,70,Bristol Rovers,England
Li Xuepeng,Defense,71,14000.0,32,185,75,Guangzhou FC,China PR
L. Pocrnjic,GoalKeeper,71,4000.0,39,192,86,Club Atlético Aldosivi,Argentina
Renê Santos,Defense,67,7000.0,29,184,74,Al Raed,Brazil
J. Ferreira,Midfield,70,4000.0,20,173,64,FC Dallas,United States
M. Welch-Hayes,Defense,62,2000.0,24,180,77,Colchester United,England
H. Verhulst,GoalKeeper,67,3000.0,28,191,92,AZ Alkmaar,Netherlands
J. Rasheed,GoalKeeper,62,950.0,29,191,88,BK Häcken,Norway
R. Cabral,Midfield,63,2000.0,20,170,64,Club Atlético Huracán,Argentina
F. Ventura,Defense,57,500.0,21,181,70,LDU Quito,Ecuador
E. Destanoğlu,GoalKeeper,72,14000.0,20,195,88,Beşiktaş JK,Turkey
S. Ristovski,Defense,75,900.0,29,180,72,Dinamo Zagreb,North Macedonia
A. Abdellaoui,Defense,62,5000.0,28,183,73,Ettifaq FC,Algeria
M. Al Haeti,GoalKeeper,58,3000.0,25,186,87,Ettifaq FC,Saudi Arabia
J. Iličić,Offense,84,84000.0,33,190,79,Atalanta,Slovenia
Falcao,Offense,78,19000.0,35,177,72,Rayo Vallecano,Colombia
K. Kruk,Defense,63,1000.0,21,185,79,Zagłębie Lubin,Poland
M. Benítez,Defense,73,12000.0,30,178,73,Defensa y Justicia,Argentina
B. Pichler,Midfield,69,11000.0,23,184,87,Holstein Kiel,Austria
J. Yégüez,Defense,65,500.0,33,176,70,Aragua Fútbol Club,Venezuela
Y. Aygün,GoalKeeper,64,2000.0,25,193,86,Fatih Karagümrük S.K.,Turkey
R. Ledezma,Midfield,67,5000.0,20,174,64,PSV,United States
S. Arias,Defense,79,53000.0,29,178,72,Granada CF,Colombia
K. Koindredi,Midfield,66,5000.0,19,184,77,Valencia CF,France
M. Lundemo,Midfield,66,500.0,27,189,82,APOEL Nicosia FC,Norway
H. Pell,Defense,64,2000.0,29,193,85,Accrington Stanley,England
A. Plizzari,GoalKeeper,66,5000.0,21,187,73,AC Milan,Italy
Li Shuai,Defense,67,5000.0,26,180,75,Dalian Professional Football Club,China PR
Zhao Yingjie,Midfield,55,2000.0,28,183,77,Tianjin Jinmen Tiger FC,China PR
K. Kozuka,Midfield,66,4000.0,26,174,68,Kawasaki Frontale,Japan
Alvildo Sousa,Midfield,73,11000.0,25,183,79,Atlético Clube Goianiense,Brazil
Cláudio Ramos,GoalKeeper,74,9000.0,29,183,78,FC Porto,Portugal
G. Hooper,Offense,70,4000.0,33,179,82,Wellington Phoenix,England
F. Forestieri,Offense,72,13000.0,31,172,67,Udinese Calcio,Italy
T. Hallstensen,Defense,52,500.0,19,189,78,Odds BK,Norway
R. Chávez,Defense,68,6000.0,26,173,69,Club Atlético de San Luis,Mexico
Warleson,GoalKeeper,65,2000.0,24,191,87,KSV Cercle Brugge,Brazil
K. Miller,Defense,68,3000.0,24,183,88,Club de Foot Montréal,Canada
G. Gudiño,Midfield,69,8000.0,28,170,67,Patronato,Argentina
P. Rajković,GoalKeeper,78,20000.0,25,191,85,Stade de Reims,Serbia
S. Shamal,Midfield,60,1000.0,25,181,73,Stade Malherbe Caen,France
E. Velarde,Defense,69,5000.0,35,174,72,Club Universidad Nacional,Mexico
Joaquín,Midfield,81,23000.0,39,179,75,Real Betis Balompié,Spain
D. Magaña,Defense,60,5000.0,21,172,70,Club Deportivo Guadalajara,Mexico
D. Aleksić,Midfield,72,25000.0,30,182,75,İstanbul Başakşehir FK,Serbia
E. Andersen,Midfield,66,2000.0,28,181,73,Molde FK,Norway
M. Komenda,Defense,67,7000.0,24,184,76,Holstein Kiel,Germany
F. Moyano,Defense,69,6000.0,23,171,70,Argentinos Juniors,Argentina
J. Rothwell,Midfield,69,20000.0,26,183,77,Blackburn Rovers,England
M. Lorenzen,Offense,65,950.0,26,188,86,Sligo Rovers,Uganda
M. Behrens,GoalKeeper,67,3000.0,24,193,89,SV Darmstadt 98,Germany
L. Kambole,Offense,65,500.0,27,186,80,Kaizer Chiefs,Zambia
Fábio Martins,Midfield,77,16000.0,27,180,72,SC Braga,Portugal
J. Jacobson,Defense,69,5000.0,34,180,79,Wycombe Wanderers,Wales
P. Filipović,Defense,69,12000.0,30,188,81,LASK Linz,Croatia
Adrián Diéguez,Defense,67,3000.0,25,187,78,CF Fuenlabrada,Spain
Nadjack,Defense,68,5000.0,27,181,80,Grasshopper Club Zürich,Guinea Bissau
N. Sessa,Midfield,63,1000.0,25,172,67,1. FC Kaiserslautern,Germany
Pepê,Offense,77,14000.0,24,175,66,FC Porto,Brazil
A. Oğuz,Defense,72,13000.0,28,176,83,Demir Grup Sivasspor,Turkey
Alberto Toril,Offense,63,2000.0,24,189,77,Piast Gliwice,Spain
S. Booth,GoalKeeper,51,850.0,20,195,80,Crewe Alexandra,England
O. Bjørtuft,Defense,65,1000.0,22,185,75,Odds BK,Norway
A. Hjulsager,Midfield,73,18000.0,26,175,72,KAA Gent,Denmark
P. Tschernuth,GoalKeeper,59,1000.0,19,186,84,1. FC Heidenheim 1846,Austria
M. Helm,Midfield,58,3000.0,19,178,70,Burnley,England
D. Sinik,Midfield,68,7000.0,22,175,66,Antalyaspor,Turkey
J. Lonwijk,Midfield,63,2000.0,21,189,85,Viborg FF,Netherlands
Adrián,GoalKeeper,74,53000.0,34,190,80,Liverpool,Spain
S. Theler,Defense,62,3000.0,20,175,75,FC Sion,Switzerland
B. Borasi,Midfield,60,2000.0,23,170,64,Club Atlético Sarmiento,Argentina
F. Aksoy,Defense,67,4000.0,23,189,78,Aytemiz Alanyaspor,Turkey
Oh Beom Seok,Defense,65,2000.0,36,181,79,Pohang Steelers,Korea Republic
E. Galbraith,Defense,64,13000.0,20,175,67,Doncaster Rovers,Northern Ireland
B. Rovira,Defense,69,1000.0,24,177,80,Atlético Nacional,Colombia
M. Ahmed,Defense,61,500.0,32,182,75,Al Ain FC,United Arab Emirates
Karrikaburu,Offense,65,900.0,18,180,75,Real Sociedad B,Spain
C. Chaplin,Midfield,67,4000.0,24,168,69,Ipswich Town,England
Silas Almeim,Defense,76,14000.0,29,177,76,Ceará Sporting Club,Brazil
M. Berg,Offense,75,7000.0,34,184,74,IFK Göteborg,Sweden
C. Wernitznig,Midfield,67,6000.0,31,179,79,RZ Pellets Wolfsberger AC,Austria
A. Alese,Defense,57,6000.0,20,185,70,West Ham United,England
M. Broschinski,Midfield,60,750.0,20,190,77,Borussia Dortmund II,Germany
F. Lohkemper,Offense,68,6000.0,26,179,76,1. FC Nürnberg,Germany
E. Kardeşler,GoalKeeper,68,8000.0,27,184,79,Trabzonspor,Turkey
J. Akanyirige,Defense,54,600.0,19,180,80,San Jose Earthquakes,United States
B. Assombalonga,Offense,70,12000.0,28,177,79,Adana Demirspor,Congo DR
M. Batna,Midfield,71,20000.0,31,184,77,Al Fateh,Morocco
Diogo Gonçalves,Defense,76,12000.0,24,178,68,SL Benfica,Portugal
J. Sparkes,Defense,63,2000.0,20,177,63,Exeter City,England
S. Kowalczyk,Midfield,67,3000.0,22,170,60,Pogoń Szczecin,Poland
M. López Quintana,Defense,64,3000.0,25,184,81,Club Atlético Aldosivi,Paraguay
Y. Cabral,Defense,71,8000.0,29,188,84,Atlético Tucumán,Argentina
O. Steurer,Defense,63,2000.0,26,191,91,MSV Duisburg,Germany
B. Ayala,Midfield,64,500.0,26,175,75,Club Nacional,Paraguay
Francisco Geraldes,Midfield,71,6000.0,26,175,68,Estoril Praia,Portugal
Hui Jiakang,Midfield,65,3000.0,32,180,75,Changchun Yatai FC,China PR
G. Lloyd,Offense,59,2000.0,21,173,63,Port Vale,England
Kim Bong Soo,Midfield,48,800.0,21,183,78,Jeju United FC,Korea Republic
Raúl Caballero,Offense,63,2000.0,20,172,67,Unión Deportiva Almería,Spain
K. Sidibé,Defense,67,2000.0,22,200,85,US Quevilly Rouen Métropole,France
N. Poojary,Defense,55,500.0,25,178,64,Hyderabad FC,India
M. Radecki,Defense,63,1000.0,28,187,74,Radomiak Radom,Poland
Iker Benito,Midfield,63,2000.0,18,176,71,CA Osasuna,Spain
V. Edvardsen,Offense,66,1000.0,25,185,86,Degerfors IF,Sweden
R. Koike,Defense,69,6000.0,25,170,67,Yokohama F. Marinos,Japan
A. Jagiełło,Midfield,60,850.0,26,170,62,Górnik Łęczna,Poland
T. Cairney,Midfield,75,49000.0,30,186,84,Fulham,Scotland
T. Hopper,Offense,65,4000.0,27,186,76,Lincoln City,England
L. Andrenacci,GoalKeeper,63,3000.0,26,188,77,Genoa,Italy
Yohan Tavares,Defense,69,4000.0,33,188,82,Belenenses SAD,Portugal
M. Kuzimski,Offense,65,1000.0,30,179,70,Warta Poznań,Poland
A. Çiçek,Offense,65,9000.0,25,188,80,İstanbul Başakşehir FK,Turkey
C. Menacho,Midfield,64,500.0,21,185,80,Club Bolívar,Bolivia
J. Gyamerah,Defense,70,8000.0,26,184,77,Hamburger SV,Germany
J. Finnerty,Defense,59,500.0,22,183,68,Bohemian FC,Republic of Ireland
G. Turda,Defense,64,2000.0,23,188,75,Campionii FC Arges,Romania
N. Abbey,Defense,57,500.0,17,187,74,Reading,England
D. Wotherspoon,Midfield,69,5000.0,31,180,76,St. Johnstone FC,Canada
A. Sobczyk,Offense,62,2000.0,24,187,80,Górnik Zabrze,Austria
M. Kobylański,Midfield,68,3000.0,27,179,77,Eintracht Braunschweig,Poland
T. Edun,Defense,65,8000.0,23,172,75,Blackburn Rovers,England
L. Garbutt,Defense,68,6000.0,28,178,73,Blackpool,England
A. Cabrera,Defense,66,5000.0,28,185,85,Club Atlético Banfield,Argentina
P. Méliande,Offense,60,650.0,19,181,72,Pau FC,France
Óscar Plano,Midfield,76,12000.0,30,180,72,Real Valladolid CF,Spain
G. Smith,Defense,64,2000.0,25,191,84,Sporting Kansas City,United States
K. Dolly,Midfield,68,500.0,28,170,70,Kaizer Chiefs,South Africa
M. Butcher,Midfield,66,2000.0,24,188,83,Accrington Stanley,England
V. Poggi,Defense,61,650.0,18,171,68,Club Necaxa,Uruguay
N. Bretschneider,Defense,59,1000.0,21,181,69,MSV Duisburg,Germany
F. Rieder,Midfield,67,4000.0,25,171,67,SK Austria Klagenfurt,Austria
C. Salomón,Defense,55,1000.0,21,184,72,Universidad Católica,Chile
O. Bosworth,GoalKeeper,60,4000.0,19,180,75,Leicester City,England
L. Weinkauf,GoalKeeper,69,8000.0,24,198,94,MSV Duisburg,Germany
Jozabed,Midfield,71,7000.0,30,180,70,Málaga CF,Spain
D. Viera,Defense,72,850.0,30,185,83,Club Libertad,Paraguay
T. Sasaki,Midfield,62,1000.0,23,166,59,Vegalta Sendai,Japan
N. Dias,Midfield,47,500.0,22,180,61,FC Goa,India
Juanmi,Offense,75,23000.0,28,172,69,Real Betis Balompié,Spain
K. Yoshino,Defense,66,2000.0,26,182,75,Vegalta Sendai,Japan
M. Boylan,GoalKeeper,51,500.0,16,182,76,Lincoln City,Republic of Ireland
F. Sanguinetti,GoalKeeper,60,1000.0,20,184,71,Club Atlético Banfield,Argentina
J. Pelupessy,Defense,69,7000.0,28,172,63,GZT Giresunspor,Netherlands
Victorino Magela,GoalKeeper,74,6000.0,21,188,85,Bahia,Brazil
J. Quiñónes,Defense,68,950.0,31,195,86,Club Deportes Tolima,Colombia
A. Maher,Defense,75,16000.0,27,175,76,FC Utrecht,Netherlands
E. Konsa,Defense,78,50000.0,23,183,77,Aston Villa,England
F. Guilbert,Defense,76,51000.0,26,178,78,RC Strasbourg Alsace,France
P. Slišković,Offense,65,2000.0,30,193,91,Türkgücü München,Croatia
Alex das Freitas,Defense,71,7000.0,21,172,76,Associação Chapecoense de Futebol,Brazil
R. Baravykas,Defense,64,2000.0,25,184,80,AFC UTA Arad,Lithuania
F. Paradela,Midfield,61,2000.0,22,178,74,Club Atlético Sarmiento,Argentina
Carlos Ponck,Defense,71,20000.0,26,183,84,İstanbul Başakşehir FK,Cape Verde Islands
Nacho Gil,Midfield,64,2000.0,25,168,63,FC Cartagena,Spain
D. Cools,Defense,70,13000.0,25,184,77,FC Midtjylland,Belgium
D. Tadić,Offense,84,32000.0,32,181,76,Ajax,Serbia
P. Šulc,Offense,69,500.0,20,173,70,FC Viktoria Plzeň,Czech Republic
B. Emir,Defense,70,8000.0,33,178,73,Göztepe SK,Turkey
K. Vermeer,GoalKeeper,68,2000.0,35,181,78,FC Cincinnati,Netherlands
Ș. Radu,Defense,77,48000.0,34,183,79,Lazio,Romania
R. Improta,Midfield,70,10000.0,27,179,73,Benevento,Italy
J. Schelfhout,GoalKeeper,57,1000.0,20,183,79,KV Oostende,Belgium
K. Casteels,GoalKeeper,86,88000.0,29,197,86,VfL Wolfsburg,Belgium
Ríos Reina,Defense,70,5000.0,31,180,78,SD Ponferradina,Spain
J. King,Midfield,75,52000.0,29,184,82,Watford,Norway
B. Celina,Midfield,71,4000.0,24,181,66,Ipswich Town,Kosovo
P. Ziereis,Defense,68,7000.0,28,189,82,FC St. Pauli,Germany
J. Huysman,Defense,62,1000.0,32,188,84,USL Dunkerque,France
Luís Neto,Defense,77,13000.0,33,185,73,Sporting CP,Portugal
J. Keeley,GoalKeeper,53,500.0,18,191,65,St. Patrick's Athletic,Republic of Ireland
S. Gnabry,Midfield,85,110000.0,25,176,77,FC Bayern München,Germany
T. Mrčela,Defense,65,700.0,30,195,88,SC East Bengal FC,Australia
R. Juárez,Defense,63,1000.0,20,182,81,Puebla FC,Mexico
C. Sosa,Defense,62,500.0,33,173,77,Club River Plate Asunción,Paraguay
C. Panter,Defense,54,1000.0,20,186,77,Dundee FC,England
Tomás Ribeiro,Defense,71,4000.0,22,185,77,Belenenses SAD,Portugal
A. Barnes,Offense,75,35000.0,31,186,84,Burnley,England
M. Gajić,Defense,62,2000.0,29,190,80,FC U Craiova 1948,Serbia
F. Girotti,Offense,69,8000.0,22,190,84,River Plate,Argentina
H. Arter,Defense,69,20000.0,31,176,70,Charlton Athletic,Republic of Ireland
